ID;Name;Parent
S03BA02;Prednisolone;S03BA
J07AR01;Typhus exanthematicus, inactivated, whole cell;J07AR
R05CA02;Potassium iodide;R05CA
N02BG07;Flupirtine;N02BG
S02DA04;Cinchocaine;S02DA
D11AX27;Oxymetazoline;D11AX
C08GA02;Amlodipine and diuretics;C08GA
A10AB30;Insulins and analogs for injection, fast-acting combinations;A10AB
L01FX16;Oportuzumab monatox;L01FX
J04AM01;Streptomycin and isoniazid;J04AM
A03AA07;Dicycloverine;A03AA
A02BD06;Esomeprazole, amoxicillin and clarithromycin;A02BD
S01BB01;Hydrocortisone and mydriatics;S01BB
J04AM07;Rifampicin, ethambutol and isoniazid;J04AM
C10AD02;Nicotinic acid;C10AD
S01FB51;Phenylephrine and ketorolac;S01FB
R06AA52;Diphenhydramine, combinations;R06AA
L01XX67;Tagraxofusp;L01XX
J07CA05;Diphtheria-hepatitis b-pertussis-tetanus;J07CA
A14AA07;Prasterone;A14AA
N06AA23;Quinupramine;N06AA
C07BA68;Metipranolol and thiazides, combinations;C07BA
R05CB11;Stepronin;R05CB
N05CD13;Cinolazepam;N05CD
R02AA10;Myristyl-benzalkonium;R02AA
A01AB06;Domiphen;A01AB
C08CA51;Amlodipine and celecoxib;C08CA
A02BX07;Gefarnate;A02BX
N02BG04;Floctafenine;N02BG
N05CC03;Acetylglycinamide chloral hydrate;N05CC
J01DD05;Cefmenoxime;J01DD
B03AD04;Ferric oxide polymaltose complexes;B03AD
A03AE03;Cilansetron;A03AE
C10AX03;Tiadenol;C10AX
R05FB02;Cough suppressants and expectorants;R05FB
A02BD02;Lansoprazole, tetracycline and metronidazole;A02BD
C02LA71;Reserpine and diuretics, combinations with psycholeptics;C02LA
C01DA58;Isosorbide dinitrate, combinations;C01DA
A03CA04;Otilonium bromide and psycholeptics;A03CA
A02AF01;Magaldrate and antiflatulents;A02AF
L01EN02;Pemigatinib;L01EN
A02AA03;Magnesium peroxide;A02AA
A12AA08;Calcium glycerylphosphate;A12AA
S01AA20;Antibiotics in combination with other drugs;S01AA
L01EX03;Pazopanib;L01EX
M03BA73;Methocarbamol, combinations with psycholeptics;M03BA
V09HB02;Indium (111in) tropolonate labelled cells;V09HB
C07AA19;Bupranolol;C07AA
B06AC06;Berotralstat;B06AC
R03AL10;Formoterol and tiotropium bromide;R03AL
A02BD08;Bismuth subcitrate, tetracycline and metronidazole;A02BD
C03AA07;Cyclopenthiazide;C03AA
R03DX01;Amlexanox;R03DX
R07AX30;Ivacaftor and lumacaftor;R07AX
N04BA01;Levodopa;N04BA
L01XD07;Padeliporfin;L01XD
S01AA26;Azithromycin;S01AA
N06BA11;Dexmethylphenidate;N06BA
C09BB06;Enalapril and nitrendipine;C09BB
L04AX06;Pomalidomide;L04AX
C01EB03;Indometacin;C01EB
N05CX06;Dipiperonylaminoethanol, combinations;N05CX
J07CA07;Diphtheria-hepatitis b-tetanus;J07CA
A01AA02;Sodium monofluorophosphate;A01AA
J01CR03;Ticarcillin and beta-lactamase inhibitor;J01CR
N05CM01;Methaqualone;N05CM
N05CM07;Triclofos;N05CM
S01EC05;Methazolamide;S01EC
J01EB07;Sulfathiazole;J01EB
A03AB16;(2-benzhydryloxyethyl)diethyl-methylammonium iodide;A03AB
S01BA03;Cortisone;S01BA
B01AD09;Ancrod;B01AD
S02BA03;Prednisolone;S02BA
D07CD01;Clobetasol and antibiotics;D07CD
M01CA03;Oxycinchophen;M01CA
C10BX06;Atorvastatin, acetylsalicylic acid and ramipril;C10BX
R02AA21;Octenidine;R02AA
P01AX08;Tenonitrozole;P01AX
L03AA09;Sargramostim;L03AA
L04AA19;Gusperimus;L04AA
M03BX55;Thiocolchicoside, combinations;M03BX
N06AF02;Nialamide;N06AF
A06AD10;Mineral salts in combination;A06AD
J01CE05;Pheneticillin;J01CE
A10BH08;Teneligliptin;A10BH
A03DA07;Tiemonium iodide and analgesics;A03DA
D01AE22;Naftifine;D01AE
D10AX01;Aluminium chloride;D10AX
C01EB23;Tiazotic acid;C01EB
N06BX03;Piracetam;N06BX
R03DA11;Doxofylline;R03DA
V09IX05;Fluorodopa (18f);V09IX
J01DD16;Cefditoren;J01DD
J05AR22;Emtricitabine, tenofovir alafenamide, darunavir and cobicistat;J05AR
S01CA05;Betamethasone and antiinfectives;S01CA
A02AD04;Hydrotalcite;A02AD
R05DB25;Morclofone;R05DB
D11AH03;Cromoglicic acid;D11AH
V09EX01;Krypton (81mkr) gas;V09EX
B05AA03;Fluorocarbon blood substitutes;B05AA
A06AX06;Tegaserod;A06AX
J07AP10;Typhoid, combinations with paratyphi types;J07AP
A06AD16;Mannitol;A06AD
V09BA04;Technetium (99mtc) butedronic acid;V09BA
L01AA08;Prednimustine;L01AA
L04AA50;Ponesimod;L04AA
N07XX59;Dextromethorphan, combinations;N07XX
R05DA12;Acetyldihydrocodeine;R05DA
C04AX30;Azapetine;C04AX
N06DX03;Aducanumab;N06DX
B01AC19;Beraprost;B01AC
V08AC07;Iocetamic acid;V08AC
L01BC09;Floxuridine;L01BC
A06AC06;Methylcellulose;A06AC
M03BB52;Chlormezanone, combinations excl. psycholeptics;M03BB
B05AA09;Hemoglobin raffimer;B05AA
L01FD01;Trastuzumab;L01FD
A07AX01;Broxyquinoline;A07AX
A02BA05;Niperotidine;A02BA
D09AA09;Povidone-iodine;D09AA
B02AB05;Ulinastatin;B02AB
N05BA22;Cloxazolam;N05BA
P01AC03;Etofamide;P01AC
A09AB02;Betaine hydrochloride;A09AB
J07BA03;Encephalitis, japanese, live attenuated;J07BA
P01AB05;Propenidazole;P01AB
D05AC51;Dithranol, combinations;D05AC
N05CM12;Apronal;N05CM
A05AX05;Odevixibat;A05AX
L01EX23;Pralsetinib;L01EX
S02CA06;Dexamethasone and antiinfectives;S02CA
G03AB09;Norgestimate and ethinylestradiol;G03AB
N05CM18;Dexmedetomidine;N05CM
N06AX26;Vortioxetine;N06AX
D10AD02;Retinol;D10AD
J01AA13;Eravacycline;J01AA
D11AX08;Tiratricol;D11AX
B05CA09;Neomycin;B05CA
J06BB12;Encephalitis, tick borne immunoglobulin;J06BB
C01DX02;Prenylamine;C01DX
C02LA09;Syrosingopine and diuretics;C02LA
N07XX17;Arimoclomol;N07XX
J02AC06;Oteseconazole;J02AC
L01FX11;Bermekimab;L01FX
D10AB03;Tioxolone;D10AB
C10BX17;Rosuvastatin and ramipril;C10BX
N04BA05;Melevodopa and decarboxylase inhibitor;N04BA
A03AB06;Otilonium bromide;A03AB
N06BX14;Prolintane;N06BX
J01XD02;Tinidazole;J01XD
R05FB01;Cough suppressants and mucolytics;R05FB
S01XA12;Dexpanthenol;S01XA
L01EJ01;Ruxolitinib;L01EJ
B02BC08;Calcium alginate;B02BC
A02BD07;Lansoprazole, amoxicillin and clarithromycin;A02BD
N04AC30;Etybenzatropine;N04AC
V04CX02;Folic acid;V04CX
A03AA08;Dihexyverine;A03AA
A03AX15;Menthae piperitae aetheroleum;A03AX
S01ED04;Metipranolol;S01ED
A14AA02;Stanozolol;A14AA
J04AB03;Rifamycin;J04AB
N01BB04;Prilocaine;N01BB
M01CB02;Sodium aurotiosulfate;M01CB
J01MB08;Nemonoxacin;J01MB
S01BB02;Prednisolone and mydriatics;S01BB
A16AB16;Idursulfase beta;A16AB
A05AA03;Cholic acid;A05AA
A02AA01;Magnesium carbonate;A02AA
S01BC11;Bromfenac;S01BC
L01FG02;Ramucirumab;L01FG
D11AX13;Monobenzone;D11AX
L01FF04;Avelumab;L01FF
P02DX01;Desaspidin;P02DX
S01AA10;Natamycin;S01AA
D07AB21;Clocortolone;D07AB
A14AA08;Oxandrolone;A14AA
N02AJ01;Dihydrocodeine and paracetamol;N02AJ
V09FX03;Sodium iodide (131i);V09FX
G02AD06;Misoprostol;G02AD
M01AC56;Meloxicam, combinations;M01AC
M01AX14;Orgotein;M01AX
N02CD06;Rimegepant;N02CD
A16AA03;Glutamine;A16AA
A07BC04;Attapulgite;A07BC
A07XA01;Albumin tannate;A07XA
J05AC02;Rimantadine;J05AC
C01DA20;Organic nitrates in combination;C01DA
N02CB01;Flumedroxone;N02CB
L01FD05;Trastuzumab duocarmazine;L01FD
C01EB18;Ranolazine;C01EB
V01AA08;Food allergenic extracts;V01AA
L01EX13;Gilteritinib;L01EX
J01AA03;Chlortetracycline;J01AA
N01AH04;Phenoperidine;N01AH
J01DC05;Cefotetan;J01DC
S01BA12;Formocortal;S01BA
N06CA03;Fluoxetine and psycholeptics;N06CA
M03BC51;Orphenadrine, combinations;M03BC
A02BX08;Sulglicotide;A02BX
A09AC01;Pepsin and acid preparations;A09AC
B06AA02;Fibrinolysin and desoxyribonuclease;B06AA
R03BB54;Tiotropium bromide, combinations;R03BB
P01BF09;Artesunate, sulfadoxine and pyrimethamine;P01BF
J07CA11;Diphtheria-haemophilus influenzae b-pertussis-tetanus-hepatitis b;J07CA
V09IX03;Iodine (125i) cc49-monoclonal antibody;V09IX
N05BA11;Prazepam;N05BA
C02AA53;Combinations of rauwolfia alkoloids, combinations;C02AA
N02BA15;Carbasalate calcium;N02BA
A02BC08;Vonoprazan;A02BC
R03AK10;Vilanterol and fluticasone furoate;R03AK
J04AK03;Terizidone;J04AK
J01CA09;Azlocillin;J01CA
A04AD04;Chlorobutanol;A04AD
N05AX15;Cariprazine;N05AX
D04AA32;Diphenhydramine;D04AA
A05BA06;Ornithine oxoglurate;A05BA
J01XA05;Oritavancin;J01XA
D01AE12;Salicylic acid;D01AE
J01MA19;Garenoxacin;J01MA
J01CF04;Oxacillin;J01CF
A07FA51;Lactic acid producing organisms, combinations;A07FA
G03AB08;Dienogest and estradiol;G03AB
S01AX01;Mercury compounds;S01AX
J05AR12;Lamivudine and tenofovir disoproxil;J05AR
L01EX18;Avapritinib;L01EX
N03AB01;Ethotoin;N03AB
J01XX06;Mandelic acid;J01XX
S01CB04;Betamethasone;S01CB
J05AP04;Faldaprevir;J05AP
M01AX25;Chondroitin sulfate;M01AX
C10AX13;Evolocumab;C10AX
R01AA10;Metizoline;R01AA
R02AA20;Various antiseptic throat preparations;R02AA
R06AE55;Meclozine, combinations;R06AE
N07CA04;Acetylleucine;N07CA
A03BB05;Cimetropium bromide;A03BB
R03DB04;Theophylline and adrenergics;R03DB
N06AX10;Oxaflozane;N06AX
C04AX20;Buflomedil;C04AX
P03BA04;Tetramethrin;P03BA
C05AD05;Procaine;C05AD
M01AE56;Naproxen and misoprostol;M01AE
A10AE03;Insulin (pork);A10AE
N02BA59;Dipyrocetyl, combinations excl. psycholeptics;N02BA
J05AR23;Atazanavir and ritonavir;J05AR
A06AX07;Plecanatide;A06AX
B06AA04;Chymotrypsin;B06AA
B03AA02;Ferrous fumarate;B03AA
A02AD05;Almasilate;A02AD
R05DB11;Pipazetate;R05DB
S01CB01;Dexamethasone;S01CB
J01AA56;Oxytetracycline, combinations;J01AA
V10XX02;Ibritumomab tiuxetan (90y);V10XX
L03AB14;Cepeginterferon alfa-2b;L03AB
N05CM13;Valnoctamide;N05CM
G03CA07;Estrone;G03CA
S02CA01;Prednisolone and antiinfectives;S02CA
J01EE03;Sulfametrole and trimethoprim;J01EE
G03AA06;Norgestrel and ethinylestradiol;G03AA
V08AD03;Propyliodone;V08AD
N05AX11;Zotepine;N05AX
B02BD07;Coagulation factor xiii;B02BD
A06AH02;Alvimopan;A06AH
C09DA09;Azilsartan medoxomil and diuretics;C09DA
A09AB03;Hydrochloric acid;A09AB
P01BE05;Artenimol;P01BE
J01AA14;Sarecycline;J01AA
D11AX03;Calcium gluconate;D11AX
A10BX08;Mitiglinide;A10BX
A10BD18;Metformin and gemigliptin;A10BD
D06AX10;Virginiamycin;D06AX
J01MA15;Gemifloxacin;J01MA
A02BA06;Roxatidine;A02BA
N07XX12;Patisiran;N07XX
M03BB53;Chlorzoxazone, combinations excl. psycholeptics;M03BB
V09GX02;Indium (111in) imciromab;V09GX
C10BX01;Simvastatin and acetylsalicylic acid;C10BX
P03AB01;Clofenotane;P03AB
J01CF06;Nafcillin;J01CF
N03AB54;Mephenytoin, combinations;N03AB
C01DX03;Oxyfedrine;C01DX
J05AP10;Elbasvir;J05AP
P01AX09;Dehydroemetine;P01AX
N03AX10;Felbamate;N03AX
V03AE06;Colestilan;V03AE
R03DA12;Mepyramine theophyllinacetate;R03DA
G04BD06;Propiverine;G04BD
J05AP57;Glecaprevir and pibrentasvir;J05AP
V09IB02;Indium (111in) satumomab pendetide;V09IB
J01DD17;Cefcapene;J01DD
D03BA52;Collagenase, combinations;D03BA
J07BF04;Poliomyelitis oral, bivalent, live attenuated;J07BF
D01AE23;Butenafine;D01AE
C07BA07;Sotalol and thiazides;C07BA
J01DC07;Cefotiam;J01DC
G01AA05;Chloramphenicol;G01AA
P03AX04;Quassia;P03AX
V09AA01;Technetium (99mtc) exametazime;V09AA
L01XX69;Lurbinectedin;L01XX
A14AA03;Metandienone;A14AA
J05AH03;Peramivir;J05AH
N03AX30;Beclamide;N03AX
A05AA04;Obeticholic acid;A05AA
N01BX02;Dyclonine;N01BX
S03BA03;Betamethasone;S03BA
S01AE01;Ofloxacin;S01AE
R06AA54;Clemastine, combinations;R06AA
B02BX08;Avatrombopag;B02BX
P01AA01;Broxyquinoline;P01AA
D11AA01;Glycopyrronium;D11AA
A02AB06;Aloglutamol;A02AB
S02AA11;Polymyxin b;S02AA
A03CA09;Pipenzolate and psycholeptics;A03CA
L01FX17;Sacituzumab govitecan;L01FX
C10BX12;Atorvastatin, acetylsalicylic acid and perindopril;C10BX
N02CD01;Erenumab;N02CD
B03AE04;Iron, multivitamins and minerals;B03AE
N02BA79;Dipyrocetyl, combinations with psycholeptics;N02BA
A03CB04;Homatropine methylbromide and psycholeptics;A03CB
B05XA17;Potassium acetate;B05XA
L02AE51;Leuprorelin and bicalutamide;L02AE
V09XA03;Iodine (131i) human albumin;V09XA
C01BA51;Quinidine, combinations excl. psycholeptics;C01BA
N02AF02;Nalbuphine;N02AF
A11GB01;Ascorbic acid and calcium;A11GB
A07XA02;Ceratonia;A07XA
V08AA06;Ioglicic acid;V08AA
A03AB01;Benzilone;A03AB
A16AB08;Galsulfase;A16AB
J05AX02;Lysozyme;J05AX
J01BA02;Thiamphenicol;J01BA
S01CA11;Clobetasone and antiinfectives;S01CA
L01BC52;Fluorouracil, combinations;L01BC
R03CC63;Clenbuterol and ambroxol;R03CC
J01XD03;Ornidazole;J01XD
S01XA13;Alteplase;S01XA
A16AX17;Triheptanoin;A16AX
A03AA03;Camylofin;A03AA
A01AB05;Polynoxylin;A01AB
R03CB53;Orciprenaline, combinations;R03CB
M03BB73;Chlorzoxazone, combinations with psycholeptics;M03BB
J04AM03;Ethambutol and isoniazid;J04AM
M02AX10;Various other intestinal adsorbents in atc;M02AX
J01MB03;Piromidic acid;J01MB
J05AR07;Stavudine, lamivudine and nevirapine;J05AR
A03AB07;Methantheline;A03AB
L01FF10;Retifanlimab;L01FF
J07CA12;Diphtheria-pertussis-poliomyelitis-tetanus-hepatitis b;J07CA
R05DB10;Clofedanol;R05DB
N02CX05;Dimetotiazine;N02CX
A02BC09;Tegoprazan;A02BC
N05AX10;Mosapramine;N05AX
N01AX04;Propanidid;N01AX
D01AE54;Undecylenic acid, combinations;D01AE
S01EB08;Aceclidine;S01EB
N06AB09;Etoperidone;N06AB
M09AA72;Quinine, combinations with psycholeptics;M09AA
L03AB09;Interferon alfacon-1;L03AB
L04AC17;Tildrakizumab;L04AC
A05BA07;Tidiacic arginine;A05BA
N02BA57;Ethenzamide, combinations excl. psycholeptics;N02BA
N03AD51;Ethosuximide, combinations;N03AD
N05CH02;Ramelteon;N05CH
C01AA07;Deslanoside;C01AA
J05AX28;Bulevirtide;J05AX
D04AA33;Diphenhydramine methylbromide;D04AA
J04AK04;Morinamide;J04AK
R03DA01;Diprophylline;R03DA
A03BB06;Homatropine methylbromide;A03BB
A02AF02;Ordinary salt combinations and antiflatulents;A02AF
J01XX07;Nitroxoline;J01XX
J05AP05;Simeprevir;J05AP
S01CB05;Fluorometholone;S01CB
D08AC52;Chlorhexidine, combinations;D08AC
C07BB06;Bevantolol and thiazides;C07BB
N02AJ13;Tramadol and paracetamol;N02AJ
J01DD06;Latamoxef;J01DD
N05CM03;Bromisoval;N05CM
C01EB13;Acadesine;C01EB
C01AB51;Proscillaridin, combinations;C01AB
C10AX14;Alirocumab;C10AX
R05DB15;Zipeprol;R05DB
A02BD13;Rabeprazole, amoxicillin and metronidazole;A02BD
A01AB16;Mepartricin;A01AB
A03FA09;Mosapride;A03FA
S01XA24;Cenegermin;S01XA
N05AG01;Fluspirilene;N05AG
A02BX03;Pirenzepine;A02BX
R06AD09;Isothipendyl;R06AD
J07BB03;Influenza, live attenuated;J07BB
B06AA03;Hyaluronidase;B06AA
J05AR18;Emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat;J05AR
V01AA09;Textile allergenic extracts;V01AA
N01BB10;Levobupivacaine;N01BB
A09AC02;Multienzymes and acid preparations;A09AC
P01BF04;Artesunate, sulfalene and pyrimethamine;P01BF
N04CX01;Istradefylline;N04CX
N02BA10;Benorilate;N02BA
S01EX06;Omidenepag;S01EX
N01BB57;Etidocaine, combinations;N01BB
A05BA01;Arginine glutamate;A05BA
J05AD02;Fosfonet;J05AD
J01MA25;Lascufloxacin;J01MA
G03AA16;Dienogest and ethinylestradiol;G03AA
S02AA10;Acetic acid;S02AA
N01AX15;Xenon;N01AX
D06BX02;Ingenol mebutate;D06BX
N03AX25;Cenobamate;N03AX
J07BK03;Zoster, purified antigen;J07BK
A06AB07;Cascara;A06AB
L01XX53;Vosaroxin;L01XX
J01DB02;Cefaloridine;J01DB
A03CB03;Atropine and psycholeptics;A03CB
M03BA53;Methocarbamol, combinations excl. psycholeptics;M03BA
J06BB13;Pertussis immunoglobulin;J06BB
L03AB60;Peginterferon alfa-2b, combinations;L03AB
B03AE03;Iron and multivitamins;B03AE
J01XE02;Nifurtoinol;J01XE
N02AF01;Butorphanol;N02AF
R03CC11;Tulobuterol;R03CC
R05DB26;Nepinalone;R05DB
B03AA09;Ferrous aspartate;B03AA
S01XA02;Retinol;S01XA
A07AA04;Streptomycin;A07AA
L01FX01;Edrecolomab;L01FX
J01CE06;Penamecillin;J01CE
A07AB02;Phthalylsulfathiazole;A07AB
N05BC51;Meprobamate, combinations;N05BC
R03CB01;Isoprenaline;R03CB
J01ED09;Sulfamazone;J01ED
P03AA01;Dixanthogen;P03AA
A12CD51;Fluoride, combinations;A12CD
V10BX03;Rhenium (186re) etidronic acid;V10BX
A03AX05;Fenoverine;A03AX
G03GA10;Follitropin delta;G03GA
J04AD01;Protionamide;J04AD
L01EK01;Axitinib;L01EK
A11HA05;Biotin;A11HA
B01AB51;Heparin, combinations;B01AB
J05AX01;Moroxydine;J05AX
G01AA51;Nystatin, combinations;G01AA
B03XA05;Roxadustat;B03XA
V09IA02;Technetium (99mtc) antimelanoma antibody;V09IA
S01BC02;Oxyphenbutazone;S01BC
J01AA15;Omadacycline;J01AA
G04CA54;Tamsulosin and tadalafil;G04CA
N07CA52;Cinnarizine, combinations;N07CA
C10BX16;Rosuvastatin and fimasartan;C10BX
D07AC21;Ulobetasol;D07AC
N05BX03;Etifoxine;N05BX
C02LA51;Reserpine and diuretics, combinations with other drugs;C02LA
L04AA29;Tofacitinib;L04AA
C01CA23;Theodrenaline;C01CA
J01DB07;Cefatrizine;J01DB
B01AA02;Phenindione;B01AA
A05AB01;Nicotinyl methylamide;A05AB
N04BX03;Budipine;N04BX
J01CA15;Talampicillin;J01CA
A04AD10;Dronabinol;A04AD
P01AB06;Nimorazole;P01AB
C01DX18;Linsidomine;C01DX
R05DB21;Cloperastine;R05DB
L04AA26;Belimumab;L04AA
N05CA20;Etallobarbital;N05CA
A02AB07;Aluminium glycinate;A02AB
B02BC09;Epinephrine;B02BC
L01XK06;Pamiparib;L01XK
A16AX12;Trientine;A16AX
A02BX71;Carbenoxolone, combinations with psycholeptics;A02BX
C10BX13;Rosuvastatin, perindopril and indapamide;C10BX
S01BB03;Fluorometholone and mydriatics;S01BB
B05XA18;Zinc sulfate;B05XA
A10BJ07;Beinaglutide;A10BJ
D10AA01;Fluorometholone;D10AA
A14AA09;Norethandrolone;A14AA
A04AA04;Dolasetron;A04AA
S01EE06;Latanoprostene bunod;S01EE
N03AX22;Perampanel;N03AX
L01BB07;Nelarabine;L01BB
A16AX18;Lumasiran;A16AX
A03AX11;Caroverine;A03AX
N05CA11;Heptabarbital;N05CA
C07AB08;Celiprolol;C07AB
S02DA01;Lidocaine;S02DA
N02AA56;Oxycodone and naltrexone;N02AA
B01AC26;Vorapaxar;B01AC
H01AC08;Somatrogon;H01AC
A07BC05;Diosmectite;A07BC
R06AA09;Doxylamine;R06AA
L01AD05;Fotemustine;L01AD
J01MB04;Pipemidic acid;J01MB
A03AX58;Alverine, combinations;A03AX
N01AF02;Hexobarbital;N01AF
J01AA20;Combinations of tetracyclines;J01AA
P01AA02;Clioquinol;P01AA
D01AC52;Miconazole, combinations;D01AC
B02BX09;Fostamatinib;B02BX
N01BX03;Phenol;N01BX
L01FX12;Tafasitamab;L01FX
V09GA01;Technetium (99mtc) sestamibi;V09GA
B05XA12;Zinc chloride;B05XA
L02AB03;Gestonorone;L02AB
J01DD07;Ceftizoxime;J01DD
D07XB30;Combinations of corticosteroids;D07XB
C07BB07;Bisoprolol and thiazides;C07BB
G01AC03;Chlorquinaldol;G01AC
A07DA04;Difenoxin;A07DA
G04BE06;Moxisylyte;G04BE
L01AB03;Mannosulfan;L01AB
M01AX68;Feprazone, combinations;M01AX
S01KX01;Chymotrypsin;S01KX
A06AD01;Magnesium carbonate;A06AD
A01AB11;Various antiinfectives and antiseptics for local oral treatment;A01AB
J07BD53;Measles, combinations with rubella, live attenuated;J07BD
S01CC01;Diclofenac and antiinfectives;S01CC
S01BA14;Loteprednol;S01BA
N05AB09;Butaperazine;N05AB
A03AB13;Bevonium;A03AB
C07AA15;Carteolol;C07AA
J05AR13;Lamivudine, abacavir and dolutegravir;J05AR
C09DB09;Fimasartan and amlodipine;C09DB
S01EX01;Guanethidine;S01EX
P01BF05;Artenimol and piperaquine;P01BF
G03AC04;Quingestanol;G03AC
C03AA09;Cyclothiazide;C03AA
A12AA13;Calcium citrate;A12AA
N05CX02;Methaqualone, combinations;N05CX
N01BA01;Metabutethamine;N01BA
J07AK01;Plague, inactivated, whole cell;J07AK
N02CX06;Oxetorone;N02CX
J01CA05;Carindacillin;J01CA
B05CB04;Sodium bicarbonate;B05CB
J07AL52;Pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated;J07AL
J07BX01;Smallpox vaccines;J07BX
S01EB03;Ecothiopate;S01EB
J05AX23;Ibalizumab;J05AX
A11HA31;Calcium pantothenate;A11HA
L01EX14;Entrectinib;L01EX
M02AA19;Flurbiprofen;M02AA
C09BA08;Cilazapril and diuretics;C09BA
J01XX02;Xibornol;J01XX
V10XX01;Sodium phosphate (32p);V10XX
V03AF06;Sodium folinate;V03AF
J07AG52;Haemophilus influenzae b, combinations with pertussis and toxoids;J07AG
C01AA08;Metildigoxin;C01AA
N05CH03;Tasimelteon;N05CH
D08AX53;Propanol, combinations;D08AX
M01AX21;Diacerein;M01AX
J01EA03;Iclaprim;J01EA
J06BC01;Nebacumab;J06BC
L01FE01;Cetuximab;L01FE
A02BX09;Acetoxolone;A02BX
C05CA51;Rutoside, combinations;C05CA
R06AE51;Buclizine, combinations;R06AE
B01AC05;Ticlopidine;B01AC
P03AA02;Potassium polysulfide;P03AA
L01FX02;Gemtuzumab ozogamicin;L01FX
L02BB06;Darolutamide;L02BB
J01CE07;Clometocillin;J01CE
G01AA06;Hachimycin;G01AA
B01AA08;Ethyl biscoumacetate;B01AA
J01XE03;Furazidin;J01XE
A07AB03;Sulfaguanidine;A07AB
A12CC08;Magnesium pidolate;A12CC
J04AD02;Tiocarlide;J04AD
V10XA53;Tositumomab/iodine (131i) tositumomab;V10XA
V04CH30;Aminohippuric acid;V04CH
J01RA06;Cefepime and amikacin;J01RA
J01AA10;Penimepicycline;J01AA
N01AG01;Narcobarbital;N01AG
A05AX02;Hymecromone;A05AX
C01DX13;Efloxate;C01DX
B03XA06;Luspatercept;B03XA
B02AA03;Aminomethylbenzoic acid;B02AA
C10BX11;Atorvastatin, amlodipine and perindopril;C10BX
D03AX10;Enoxolone;D03AX
A03AX06;Idanpramine;A03AX
R06AC52;Histapyrrodine, combinations;R06AC
V09IX10;Fluoroethyl-l-tyrosine (18f);V09IX
V09IA03;Technetium (99mtc) pentavalent succimer;V09IA
V08AC09;Tyropanoic acid;V08AC
J01DB08;Cefapirin;J01DB
A06AD21;Sodium tartrate;A06AD
V09AX04;Flutemetamol (18f);V09AX
A07EA03;Prednisone;A07EA
J04BA03;Aldesulfone sodium;J04BA
A16AX16;Givosiran;A16AX
P01AB07;Secnidazole;P01AB
L02AE05;Histrelin;L02AE
N03AX26;Fenfluramine;N03AX
R03DA55;Aminophylline, combinations;R03DA
C02DA01;Diazoxide;C02DA
L04AA15;Alefacept;L04AA
G03AA17;Medroxyprogesterone and estradiol;G03AA
J01CA16;Sulbenicillin;J01CA
A04AD11;Nabilone;A04AD
R06AA07;Diphenylpyraline;R06AA
D11AX04;Lithium succinate;D11AX
V08AC04;Adipiodone;V08AC
J04AB30;Capreomycin;J04AB
J01ED04;Sulfametoxydiazine;J01ED
J06BB14;Measles immunoglobulin;J06BB
J05AP11;Grazoprevir;J05AP
D10AX04;Aluminium oxide;D10AX
A06AG03;Dantron, incl. combinations;A06AG
C10BX02;Pravastatin and acetylsalicylic acid;C10BX
N02BE54;Bucetin, combinations excl. psycholeptics;N02BE
P01BE01;Artemisinin;P01BE
R03CC53;Terbutaline, combinations;R03CC
C05BA53;Heparin, combinations;C05BA
L01EF01;Palbociclib;L01EF
N05CA15;Methohexital;N05CA
B03AA04;Ferrous carbonate;B03AA
S01AA21;Amikacin;S01AA
M02AA09;Bufexamac;M02AA
A12AA09;Calcium citrate lysine complex;A12AA
J05AX13;Umifenovir;J05AX
A02BD03;Lansoprazole, amoxicillin and metronidazole;A02BD
D11AX24;Deoxycholic acid;D11AX
C03AA08;Methyclothiazide;C03AA
A02BD09;Lansoprazole, clarithromycin and tinidazole;A02BD
R03DX02;Eprozinol;R03DX
V03AB04;Pralidoxime;V03AB
R03BX01;Fenspiride;R03BX
L04AB03;Afelimomab;L04AB
S01ED06;Befunolol;S01ED
L01XX74;Belzutifan;L01XX
N07AA30;Ambenonium;N07AA
N05CX01;Meprobamate, combinations;N05CX
A14AA04;Metenolone;A14AA
A11AA02;Multivitamins and calcium;A11AA
C09BB07;Ramipril and amlodipine;C09BB
N06BA12;Lisdexamfetamine;N06BA
J01MA04;Enoxacin;J01MA
N05AD10;Lumateperone;N05AD
A03AB11;Poldine;A03AB
A16AB18;Vestronidase alfa;A16AB
A03AB17;Tiemonium iodide;A03AB
N02CD02;Galcanezumab;N02CD
S01XA23;Sirolimus;S01XA
C09AA15;Zofenopril;C09AA
A01AA03;Olaflur;A01AA
C07FX02;Sotalol and acetylsalicylic acid;C07FX
S01AD02;Trifluridine;S01AD
A01AB07;Oxyquinoline;A01AB
C05AA09;Dexamethasone;C05AA
C02AA07;Bietaserpine;C02AA
A12AA03;Calcium gluconate;A12AA
A07AA10;Colistin;A07AA
S01EX05;Netarsudil;S01EX
G03CC06;Estriol;G03CC
D10AF05;Nadifloxacin;D10AF
B03AD05;Ferrous gluconate;B03AD
C01DA59;Trolnitrate, combinations;C01DA
A03CA05;Glycopyrronium bromide and psycholeptics;A03CA
J01GB08;Sisomicin;J01GB
G01AX09;Methylrosaniline;G01AX
B05AX02;Thrombocytes;B05AX
S01EX02;Dapiprazole;S01EX
