drugname;name_detail
4891;Sr 140333
4892;Niflumic Acid
4893;Ep-2104R
4894;"Octane-1,3,5,7-Tetracarboxylic Acid"
4895;Methyclothiazide
4896;"N-{2,2-Difluoro-2-[(2R)-Piperidin-2-Yl]Ethyl}-2-[2-(1H-1,2,4-Triazol-1-Yl)Benzyl][1,3]Oxazolo[4,5-C]Pyridin-4-Amine"
4897;4-[5-(2-Carboxy-1-Formyl-Ethylcarbamoyl)-Pyridin-3-Yl]-Benzoic Acid
4898;Temsirolimus
4899;"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester"
4900;Lepirudin
4901;"{3-[(5-Chloro-1,3-Benzothiazol-2-Yl)Methyl]-2,4-Dioxo-3,4-Dihydropyrimidin-1(2H)-Yl}Acetic Acid"
4902;Maprotiline
4903;Etiocholanedione
4904;"(1S,2R,5S)-5-[3-(Trifluoromethyl)-5,6-Dihydro[1,2,4]Triazolo[4,3-A]Pyrazin-7(8H)-Yl]-2-(2,4,5-Trifluorophenyl)Cyclohexanamine"
4905;6-Carbamimidoyl-4-(3-Hydroxy-2-Methyl-Benzoylamino)-Naphthalene-2-Carboxylic Acid Methyl Ester
4906;Isopentyl Pyrophosphate
4907;Anisindione
4908;Tetrathiomolybdate
4909;3-(2-Amino-6-Benzoylquinazolin-3(4H)-Yl)-N-Cyclohexyl-N-Methylpropanamide
4910;Hexafluronium
4911;"(2Z)-2-Cyano-N-(2,2'-Dichlorobiphenyl-4-Yl)-3-Hydroxybut-2-Enamide"
4912;Formestane
4913;"4-{[(E)-2-(5-Chlorothien-2-Yl)Vinyl]Sulfonyl}-1-(1H-Pyrrolo[3,2-C]Pyridin-2-Ylmethyl)Piperazin-2-One"
4914;Balaglitazone
4915;Zimelidine
4916;Polatuzumab Vedotin
4917;"1-(2,3-Dihydro-1,4-Benzodioxin-6-Ylsulfonyl)-4-[(4-Methoxyphenyl)Sulfonyl]Piperazine"
4918;"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2H-[1,2,4]Triazine-3,5-Dione"
4919;Talinolol
4920;2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide
4921;Cu-Cyclam
4922;Eletriptan
4923;Bleomycin
4924;Secukinumab
4925;Dinoprostone
4926;5-(2-Methylpiperazine-1-Sulfonyl)Isoquinoline
4927;"6-Methyl-2(Propane-1-Sulfonyl)-2H-Thieno[3,2-D][1,2,3]Diazaborinin-1-Ol"
4928;Skf-91488
4929;N-Hydroxy-4-Phosphonobutanamide
4930;(2S)-1-(1H-Indol-3-Yl)-3-{[5-(3-Methyl-1H-Indazol-5-Yl)Pyridin-3-Yl]Oxy}Propan-2-Amine
4931;N-Tridecanoic Acid
4932;"D-Myo-Inositol-1,4-Bisphosphate"
4933;Tert-Butanol
4934;"4-{5-[(1Z)-1-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)Ethyl]-2-Furyl}Benzenesulfonamide"
4935;"2-{[(6-Oxo-1,6-Dihydropyridin-3-Yl)Methyl]Amino}-N-[4-Propyl-3-(Trifluoromethyl)Phenyl]Benzamide"
4936;Oxetacaine
4937;Chromic Chloride
4938;Ridaforolimus
4939;"4-[(7R,7As)-7-Hydroxy-1,3-Dioxotetrahydro-1H-Pyrrolo[1,2-C]Imidazol-2(3H)-Yl]-1-Naphthonitrile"
4940;Ct-011
4941;Etonogestrel
4942;"2S,4R-4-Methylglutamate"
4943;Fx06
4944;Cra_9785
4945;Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate
4946;Fiboflapon
4947;Teduglutide
4948;Ubidecarenone
4949;"N~3~-[5-(1H-Indol-6-Yl)-2-(Pyridin-2-Ylmethoxy)Benzyl]Pyridine-2,3-Diamine"
4950;Edetate Calcium Disodium Anhydrous
4951;Methantheline
4952;Naphthyridine Inhibitor
4953;Ocaperidone
4954;Omega-3 Fatty Acids
4955;Pimavanserin
4956;"1-(5-Oxo-2,3,5,9B-Tetrahydro-1H-Pyrrolo[2,1-A]Isoindol-9-Yl)-3-(5-Pyrrolidin-2-Yl-1H-Pyrazol-3-Yl)-Urea"
4957;Bos172722
4958;Atiprimod
4959;Vedolizumab
4960;(2R)-3-Methyl-1-Phenyl-2-Butanyl [(2S)-1-Oxo-2-Hexanyl]Carbamate
4961;Lindane
4962;Fingolimod
4963;Finasteride
4964;Methysergide
4965;Tezepelumab
4966;Ing-1
4967;Cupric Oxide
4968;Cenobamate
4969;Clidinium
4970;"(5R,6E,8Z,11Z,14Z,17Z)-5-Hydroxyicosa-6,8,11,14,17-Pentaenoic Acid"
4971;Adenosine-2'-5'-Diphosphate
4972;Dimethyl Fumarate
4973;7-[(3-Chlorobenzyl)Oxy]-4-[(Methylamino)Methyl]-2H-Chromen-2-One
4974;Gantacurium
4975;Asparaginase Escherichia Coli
4976;Galcanezumab
4977;P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid
5080;Flucloxacillin
5081;3-Methylpyridine
4978;"Imino[2-(2-Oxo-1,2-Dihydro-3-Pyridinyl)-1H-Benzimidazol-5-Yl]Methanaminium"
4979;Qr-333
4980;Ragaglitazar
4981;Calcium Citrate
4982;5-(Para-Nitrophenyl Phosphonate)-Pentanoic Acid
4983;Ciprofibrate
4984;Cra_1801
4985;Liothyronine
4986;"N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine"
4987;"(3R)-3-(Aminomethyl)-9-Methoxy-1,2,3,4-Tetrahydro-5H-[1]Benzothieno[3,2-E][1,4]Diazepin-5-One"
4988;Lauric Acid
4989;3-(Butylsulphonyl)-Propanoic Acid
4990;Chromium
4991;"N-{3-[5-(1H-1,2,4-Triazol-3-Yl)-1H-Indazol-3-Yl]Phenyl}Furan-2-Carboxamide"
4992;"4-[3-(4-Chlorophenyl)-2,1-Benzisoxazol-5-Yl]Pyrimidin-2-Amine"
4993;Lipegfilgrastim
4994;Voxelotor
4995;"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid"
4996;Perifosine
4997;Ximelagatran
4998;Fg-2216
4999;Levodopa
5000;Arotinolol
5001;Acetoacetic Acid
5002;"(2R)-1-(2,6-Dimethylphenoxy)Propan-2-Amine"
5003;Ovalicin
5004;"Methyl N-[(2',4'-Difluoro-4-Hydroxy-5-Iodobiphenyl-3-Yl)Carbonyl]-Beta-Alaninate"
5005;"Sodium Phosphate, Dibasic"
5006;(2S)-2-[3-(Aminomethyl)Phenyl]-3-{(S)-Hydroxy[(1R)-2-Methyl-1-{[(2-Phenylethyl)Sulfonyl]Amino}Propyl]Phosphoryl}Propanoic Acid
5007;Baricitinib
5008;Triflupromazine
5009;S-Palmitoyl-L-Cysteine
5010;S-(4-Nitrobenzyl)Glutathione
5011;4-S-Glutathionyl-5-Pentyl-Tetrahydro-Furan-2-Ol
5012;Dexrazoxane
5013;"Pyrimidine-4,6-Dicarboxylic Acid Bis-(3-Methyl-Benzylamide)"
5014;Inosinic Acid
5015;Kd7040
5016;"2-O-(4'-Amidinophenyl)-5-O-(3''-Amidinophenyl)-1,4"
5017;"(5S)-2-{[(1S)-1-(2-Fluorophenyl)Ethyl]Amino}-5-Methyl-5-(Trifluoromethyl)-1,3-Thiazol-4(5H)-One"
5018;Acetaminophen
5019;"(20S)-19,20,22,23-Tetrahydro-19-Oxo-5H,21H-18,20-Ethano-12,14-Etheno-6,10-Methenobenz[D]Imidazo[4,3-L][1,6,9,13]Oxatriazacyclonoadecosine-9-Carbonitrile"
5020;Apatorsen
5021;"N-{2,4-Difluoro-3-[(5-Pyridin-3-Yl-1H-Pyrrolo[2,3-B]Pyridin-3-Yl)Carbonyl]Phenyl}Ethanesulfonamide"
5022;Artesunate
5023;Tetramethylammonium
5024;Clofibrate
5025;Chromic Nitrate
5026;"N-Cyclohexyl-3-[3-(Trifluoromethyl)Phenyl][1,2,4]Triazolo[4,3-B]Pyridazin-6-Amine"
5027;Sucrosofate
5028;Benzo[B]Thiophene-2-Carboxamidine
5029;7-Ethyl-10-Hydroxycamptothecin
5030;2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid
5031;D-Cysteine
5032;N-Methylnicotinamide
5033;"2-({[3,5-Difluoro-3'-(Trifluoromethoxy)Biphenyl-4-Yl]Amino}Carbonyl)Cyclopent-1-Ene-1-Carboxylic Acid"
5034;Quinagolide
5035;"N'-(5-Chloro-1,3-Benzodioxol-4-Yl)-N-(3-Methylsulfonylphenyl)Pyrimidine-2,4-Diamine"
5036;Cysteamine
5037;(2S)-2-(1H-Indol-3-Yl)Pentanoic Acid
5038;Pentabromophenol
5039;"3-[(2,2-Dimethylpropanoyl)Amino]-N-1,3-Thiazol-2-Ylpyridine-2-Carboxamide"
5040;"1-Tert-Butyl-3-(3-Methylbenzyl)-1H-Pyrazolo[3,4-D]Pyrimidin-4-Amine"
5041;"(5Z)-12-Chloro-13,15-Dihydroxy-4,7,8,9-Tetrahydro-2-Benzoxacyclotridecine-1,10(3H,11H)-Dione"
5042;Luliconazole
5043;Pegdinetanib
5044;Rucaparib
5045;Framycetin
5046;N-Acetyl-N'-Beta-D-Glucopyranosyl Urea
5047;Lercanidipine
5048;"N,N,N-Trimethyl-2-(Phosphonooxy)Ethanaminium"
5049;Cyclohexanol
5050;1-[N-4'-Nitrobenzyl-N-4'-Carboxybutylamino]Methylphosphonic Acid
5051;Ferric Cation
5052;"(9As)-4-Bromo-9A-Butyl-7-Hydroxy-1,2,9,9A-Tetrahydro-3H-Fluoren-3-One"
5053;"(6R)-2-Amino-6-[2-(3'-Methoxybiphenyl-3-Yl)Ethyl]-3,6-Dimethyl-5,6-Dihydropyrimidin-4(3H)-One"
5054;"4-{[(1R,2S)-1,2-Dihydroxy-2-Methyl-3-(4-Nitrophenoxy)Propyl]Amino}-2-(Trifluoromethyl)Benzonitrile"
5055;"2-{4-[(4-Imidazo[1,2-A]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Piperidin-1-Yl}-N-Methylacetamide"
5056;(S)-N-(4-Carbamimidoylbenzyl)-1-(2-(Cyclopentylamino)Ethanoyl)Pyrrolidine-2-Carboxamide
5057;Imatinib
5058;Dapsone
5059;"4,4'-Dipyridyl Disulfide"
5060;Omburtamab
5061;"5-(2-Phenylpyrazolo[1,5-A]Pyridin-3-Yl)-1H-Pyrazolo[3,4-C]Pyridazin-3-Amine"
5062;Roxatidine Acetate
5063;Norvaline
5064;"(2E)-3-(3,4-Dihydroxyphenyl)-2-Iminopropanoic Acid"
5065;(2-Carbamoylmethyl-5-Propyl-Octahydro-Indol-7-Yl)Acetic Acid
5066;Ribose-1-Phosphate
5067;"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-Yl)Adenine"
5068;Cra-9334
5069;Mdx-018
5070;(4E)-N-(4-Fluorophenyl)-4-[(Phenylcarbonyl)Imino]-4H-Pyrazole-3-Carboxamide
5071;Cholesterol Sulfate
5072;2-(N-Morpholino)Ethanesulfonic Acid
5073;Garenoxacin
5074;Pentolinium
5075;Gabexate
5076;Oportuzumab Monatox
5077;"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine"
5078;Posizolid
5079;"1-[4-(Aminomethyl)Benzoyl]-5'-Fluoro-1'H-Spiro[Piperidine-4,2'-Quinazolin]-4'-Amine"
5082;"{4-[(2S,4E)-2-(1,3-Benzothiazol-2-Yl)-2-(1H-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid"
5083;Guanosine-3'-Monophosphate-5'-Diphosphate
5084;Chloropyramine
5085;Rapacuronium
5086;"(3Z)-1-[(6-Fluoro-4H-1,3-Benzodioxin-8-Yl)Methyl]-4-[(E)-2-Phenylethenyl]-1H-Indole-2,3-Dione 3-Oxime"
5087;Benzylsulfonic Acid
5088;Interferon Gamma-1B
5089;Fasudil
5090;Sorafenib
5091;Zanapezil
5092;Mepyramine
5093;Kabiramide C
5094;2-(2-{2-[(Biphenyl-4-Ylmethyl)-Amino]-3-Mercapto-Pentanoylamino}-Acetylamino)-3-Methyl-Butyric Acid Methyl Ester
5095;Avacopan
5096;"(5,6-Diphenyl-Furo[2,3-D]Pyrimidin-4-Ylamino)-Acetic"
5097;Zolmitriptan
5098;Tauroursodeoxycholic Acid
5099;Cinnarizine
5100;Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine
5101;Amphetamine
5102;Naftopidil
5103;At-7519
5104;Flumequine
5105;Erlotinib
5106;Lerafaon
5107;Depatuxizumab Mafodotin
5108;Alpha-D-Glucose-1-Phosphate-6-Vanadate
5109;Technetium Tc-99M Sestamibi
5110;[4-({5-(Aminocarbonyl)-4-[(3-Methylphenyl)Amino]Pyrimidin-2-Yl}Amino)Phenyl]Acetic Acid
5111;4-Nitrocatechol Sulfate
5112;Ropivacaine
5113;Esculin
5114;"2-Amino-N,3,3-Trimethylbutanamide"
5115;Diprenorphine
5116;Sp2456
5117;"N-Cyclopropyl-N-(Trans-4-Pyridin-3-Ylcyclohexyl)-4-[(1S)-2,2,2-Trifluoro-1-Hydroxy-1-Methylethyl]Benzamide"
5118;Eperisone
5119;Isoflurophate
5120;Methylphosphinic Acid
5121;N-(Pyridin-3-Ylmethyl)Aniline
5122;"N'-(6-Aminopyridin-3-Yl)-N-(2-Cyclopentylethyl)-4-Methyl-Benzene-1,3-Dicarboxamide"
5123;Vinylglycine
5124;Posaconazole
5125;Uridine-Diphosphate-N-Acetylglucosamine
5126;Degraded Cephaloridine
5127;Ferrous Sulfate Anhydrous
5128;Penicillamine
5129;6-Carbamimidoyl-2-[2-Hydroxy-5-(3-Methoxy-Phenyl)-Indan-1-Yl]-Hexanoic Acid
5130;Eszopiclone
5131;Nipecotic Acid
5132;"(2R,6S)-6-{[Methyl(3,4,5-Trimethoxyphenyl)Amino]Methyl}-1,2,5,6,7,8-Hexahydroquinazoline-2,4-Diamine"
5133;Frovatriptan
5134;Pinacidil
5135;Cpad
5136;R1295
5137;Tiagabine
5138;Buformin
5139;Apadenoson
5140;Cr665
5141;"N-(1-Cyanocyclopropyl)-3-({[(2S)-5-Oxopyrrolidin-2-Yl]Methyl}Sulfonyl)-N~2~-[(1S)-2,2,2-Trifluoro-1-(4-Fluorophenyl)Ethyl]-L-Alaninamide"
5142;Tmr
5143;Nomegestrol
5144;Blonanserin
5145;"3-Hydroxymethyl-5-Aziridinyl-1Methyl-2-[1H-Indole-4,7-Dione]-Propanol"
5146;"6-(2-Fluorobenzyl)-2,4-Dimethyl-4,6-Dihydro-5H-Thieno[2',3'"
5147;6-Hydroxyuridine-5'-Phosphate
5148;Npi 32101
5149;Metenkefalin
5150;Plinabulin
5151;Chir-124
5152;N-Cyclopropyl-4-Methyl-3-{2-[(2-Morpholin-4-Ylethyl)Amino]Quinazolin-6-Yl}Benzamide
5153;Amp-224
5154;N-Beta-D-Glucopyranosylacetamide
5155;Bb-3497
5156;Ribostamycin
5157;Toripalimab
5158;Pyridostigmine
5159;Capsicum Oleoresin
5160;"4-((3R,4S,5R)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1H-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One"
5161;Tipiracil
5162;Fendiline
5163;Sns-314
5164;6-[(Z)-Amino(Imino)Methyl]-N-[3-(Cyclopentyloxy)Phenyl]-2-Naphthamide
5165;"1-[3-({[(4-Amino-5-Fluoro-2-Methylquinolin-3-Yl)Methyl]Thio}Methyl)Phenyl]-2,2,2-Trifluoroethane-1,1-Diol"
5166;Drospirenone
5167;Aliskiren
5168;"5-(4'-Amino-1'-Ethyl-5',8'-Difluoro-1'H-Spiro[Piperidine-4,2'-Quinazoline]-1-Ylcarbonyl)Picolinonitrile"
5169;Spironolactone
5170;Oxazepam
5171;Midodrine
5172;Iron Dextran
5173;Heptabarbital
5174;Ncx 950
5175;Pegvisomant
5176;Clocortolone Acetate
5177;"(8Alpha,10Alpha,13Alpha,17Beta)-17-[(4-Hydroxyphenyl)Carbonyl]Androsta-3,5-Diene-3-Carboxylic Acid"
5178;(2S) N-Acetyl-L-Alanyl-Αl-Phenylalanyl-Chloroethylketone
5179;Bioallethrin
5180;"5-(3-Carbamoylbenzyl)-5,6,7,8,9,10-Hexahydrocyclohepta[B]Indole-4-Carboxylic Acid"
5181;Triflusal
5182;Losartan
5183;(2S)-2-(4-Chlorophenoxy)-3-Phenylpropanoic Acid
5184;Adenosine Phosphonoacetic Acid
5185;Rimiducid
5186;Nilvadipine
5187;"2,3-Diphenyl-N-(2-Piperazin-1-Ylethyl)Furo[2,3-B]Pyridin-4-Amine"
5188;3-Nitro-L-Tyrosine
5189;"(7S)-2-(2-Aminopyrimidin-4-Yl)-7-(2-Fluoroethyl)-1,5,6,7-Tetrahydro-4H-Pyrrolo[3,2-C]Pyridin-4-One"
5190;Bicifadine
5191;Huperzine B
5192;Ibalizumab
5193;Carglumic Acid
5194;Ddp733
5195;Mefenamic Acid
5196;Solithromycin
5197;"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline"
5198;"(2R)-4-(2-Benzoyl-1,2-Diazepan-1-Yl)-4-Oxo-1-(2,4,5-Trifluorophenyl)Butan-2-Amine"
5199;Deramciclane
5200;Pralidoxime
5201;Droxicam
5202;Triclabendazole
5203;Phenylphosphate
5204;Viloxazine
5205;Dexlansoprazole
5206;Yohimbine
5207;Tideglusib
5208;4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
5209;Rose Bengal
5210;Ularitide
5211;"(3,4,8B-Trimethyl-3-Oxido-2,3A-Dihydro-1H-Pyrrolo[2,3-B]Indol-3-Ium-7-Yl) N-(2-Ethylphenyl)Carbamate"
5212;Radezolid
5213;Isoamyl Alcohol
5214;Spaglumic Acid
5215;"6-(Octahydro-1H-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine"
5216;Sulfaphenazole
5217;Pracinostat
5218;"Alpha,Beta-Methyleneadenosine 5'-Triphosphate"
5219;Ceritinib
5220;Procyclidine
5221;Prolgolimab
5222;"2-(3,4-Dihydroxyphenyl)-8-(1,1-Dioxidoisothiazolidin-2-Yl)-3-Hydroxy-6-Methyl-4H-Chromen-4-One"
5223;"4-{[(2R)-2-(2-Methylphenyl)Pyrrolidin-1-Yl]Carbonyl}Benzene-1,3-Diol"
5224;Porfimer Sodium
5225;Menadione
5226;4-{[4-(1-Cyclopropyl-2-Methyl-1H-Imidazol-5-Yl)Pyrimidin-2-Yl]Amino}-N-Methylbenzenesulfonamide
5227;"(3R)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine"
5228;Biphenylalanine
5229;Interferon Alfa-N3
5230;Purvalanol
5231;Apixaban
5232;S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione
5233;"4-[3-(Dibenzylamino)Phenyl]-2,4-Dioxobutanoic Acid"
5234;"N-[4-Hydroxymethyl-Cyclohexan-6-Yl-1,2,3-Triol]-4,6-Dideoxy-4-Aminoglucopyranoside"
5235;Omega-6 Fatty Acids
5236;Apd791
5237;Hydroxocobalamin
5238;S-23
5239;"(9Beta,13Alpha,14Beta,17Alpha)-2-Methoxyestra-1,3,5(10)-Triene-3,17-Diyl Disulfamate"
5240;Amoxapine
5241;"(4R)-Limonene 1Α,2Α-Epoxide"
5242;Guanosine-5'-Diphosphate-Rhamnose
5243;3-Phenylpropylamine
5244;"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole"
5245;"4-(2-Amino-1-Methyl-1H-Imidazo[4,5-B]Pyridin-6-Yl)Phenol"
5246;"1-Benzyl-3-(4-Methoxyphenylamino)-4-Phenylpyrrole-2,5-Dione"
5247;(S)-Hmg-Coa
5248;"(3R)-3-(Fluoromethyl)-N-(3,3,3-Trifluoropropyl)-1,2,3,4-Tetrahydroisoquinoline-7-Sulfonamide"
5249;Ripasudil
5250;Human Calcitonin
5251;P-Cumylphenol
5252;Quinalizarin
5253;Flumethasone
5254;2-(2-Hydroxy-Phenyl)-3H-Benzoimidazole-5-Carboxamidine
5255;Interferon Beta-1A
5256;Quinestrol
5257;Upadacitinib
5258;"(3R,5Z,8S,9S,11E)-8,9,16-Trihydroxy-14-Methoxy-3-Methyl-3,4,9,10-Tetrahydro-1H-2-Benzoxacyclotetradecine-1,7(8H)-Dione"
5259;Adenosine 5'-Phosphosulfate
5260;Acetohexamide
5261;Rosuvastatin
5262;Amivantamab
5263;Atibuclimab
5264;Temocapril
5265;S-Octylglutathione
5266;Afimoxifene
5267;Testosterone Cypionate
5268;So-101
5269;8-Azaguanine
5270;Ru78191
5271;2-({2-[(3-Hydroxyphenyl)Amino]Pyrimidin-4-Yl}Amino)Benzamide
5272;"3-Bromo-5-Phenyl-N-(Pyridin-4-Ylmethyl)Pyrazolo[1,5-A]Pyrimidin-7-Amine"
5273;Migalastat
5274;Atl1102
5275;"1-Tert-Butyl-3-(2,5-Dimethylbenzyl)-1H-Pyrazolo[3,4-D]Pyrimidin-4-Amine"
5276;Zomepirac
5277;Coumarin 120
5278;Y-27632
5279;2-(Sec-Butyl)Thiazole
5280;"(3-Exo)-3-(10,11-Dihydro-5H-Dibenzo[A,D][7]Annulen-5-Yloxy)-8,8-Dimethyl-8-Azoniabicyclo[3.2.1]Octane"
5281;4-Methylpiperazin-1-Yl Carbonyl Group
5282;Olmutinib
5283;Protein C
5284;Erythropoietin
5285;N-({[4-(Aminosulfonyl)Phenyl]Amino}Carbonyl)-4-Methylbenzenesulfonamide
5286;Pagoclone
5287;(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid
5288;Choline Salicylate
5289;3-Amino-4-Oxybenzyl-2-Butanone
5290;"9-Hydroxy-6-(3-Hydroxypropyl)-4-(2-Methoxyphenyl)Pyrrolo[3,4-C]Carbazole-1,3(2H,6H)-Dione"
5291;"Rel-(9R,12S)-9,10,11,12-Tetrahydro-9,12-Epoxy-1H-Diindolo[1,2,3-Fg"
5292;Ceftibuten
5293;"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine"
5294;Nrp409
5295;Dinoprost Tromethamine
5296;"5-(5-Chloro-2-Thienyl)-N-{(3S)-1-[(1S)-1-Methyl-2-Morpholin-4-Yl-2-Oxoethyl]-2-Oxopyrrolidin-3-Yl}-1H-1,2,4-Triazole-3-Sulfonamide"
5297;Safinamide
5298;4-Deoxy-Alpha-D-Glucose
5299;3-Butylthiolane 1-Oxide
5300;Pantothenoylaminoethenethiol
5301;Plx-4720
5302;Contulakin-G
5303;S-Hydroxymethyl Glutathione
5304;Glimepiride
5305;Dexanabinol
5306;Latrunculin B
5307;Tetrazolyl Histidine
5308;Benzthiazide
5309;4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide
5310;Meglutol
5311;Oxaliplatin
5312;Olaratumab
5313;N-{(4S)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine
5314;Cycrimine
5315;"1-[4-(Aminosulfonyl)Phenyl]-1,6-Dihydropyrazolo[3,4-E]Indazole-3-Carboxamide"
5316;Dasatinib
5317;Fenethylline
5318;Ici-164384
5319;3-(4-{2-[2-(2-Bromo-Acetylamino)-Ethyldisulfanyl]-Ethylcarbamoyl}-Cyclohexylcarbamoyl)-Pyrazine-2-Carboxylic Acid
5320;"N-(Dibenzo[B,D]Thiophen-3-Ylsulfonyl)-L-Valine"
5321;"4-[(10S,14S,18S)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid"
5322;"(3R,4R,5R)-5-(Hydroxymethyl)-1-(3-Phenylpropyl)Piperidine-3,4-Diol"
5323;Cra_23653
5324;"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid"
5325;2-(Oxalyl-Amino)-Benzoic Acid
5326;Cinacalcet
5327;Orphenadrine
5328;Midecamycin
5329;Hyoscyamine
5330;"1-Methyl-3-Trifluoromethyl-1H-Thieno[2,3-C]Pyrazole-5-Carboxylic Acid (2-Mercapto-Ethyl)-Amide"
5331;Osimertinib
5332;Nafamostat
5333;"(5E)-14-Chloro-15,17-Dihydroxy-4,7,8,9,10,11-Hexahydro-2-Benzoxacyclopentadecine-1,12(3H,13H)-Dione"
5334;Clobetasone
5335;Sufugolix
5336;Esketamine
5337;(4S)-5-Fluoro-L-Leucine
5338;Domperidone
5339;Cep-1347
5340;Sr 121463
5341;Methylprednisone
5342;Difluprednate
5343;Labetuzumab
5344;Silicon Dioxide
5345;Lidoflazine
5346;3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid
5347;Girentuximab
5348;Cyt007-Tnfqb
5349;Reversin 121
5350;Phenoxybenzamine
5351;Meperidine
5352;Trapidil
5353;Phosphonic Acid 2-Dodecanoylamino-Hexyl Ester Propyl Ester
5354;Vinorelbine
5355;{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-Carbamoyl-4-(Cyclohexylmethoxy)Phenyl]Ethyl}Amino)-3-Oxopropyl]-2-Phosphonophenoxy}Acetic Acid
5356;"6-(5-Bromo-2-Hydroxyphenyl)-2-Oxo-4-Phenyl-1,2-Dihydropyridine-3-Carbonitrile"
5357;Cytisine
5358;Phenmetrazine
5359;Methyl Beta-L-Fucopyranoside
5360;"(9Z,11E,13S)-13-Hydroxyoctadeca-9,11-Dienoic Acid"
5361;Methyl L-Phenylalaninate
5362;5-Monophosphate-9-Beta-D-Ribofuranosyl Xanthine
5363;"N-[(2R,3S)-3-Amino-2-Hydroxy-4-Phenylbutyl]Naphthalene-2-Sulfonamide"
5364;C31G
5365;1-Deoxy-1-Acetylamino-Beta-D-Gluco-2-Heptulopyranosonamide
5366;"(7R,8R)-8-(2,4,5-Trifluorophenyl)-6,7,8,9-Tetrahydroimidazo[1,2-A"
5367;Orotic Acid
5368;Sufentanil
5369;Clomipramine
5370;Bromopride
5371;Crotalus Atrox Antivenin
5372;Ac-(D)Phe-Pro-Borolys-Oh
5373;"4-Hydroxy-1,2,5-Oxadiazole-3-Carboxylic Acid"
5374;Dipivefrin
5375;Cyproterone Acetate
5376;"1-[5-Methyl-2-(Trifluoromethyl)Furan-3-Yl]-3-[5-[2-[[6-(1H-1,2,4-Triazol-5-Ylamino)Pyrimidin-4-Yl]Amino]Ethyl]-1,3-Thiazol-2-Yl]Urea"
5377;4R-Fluoro-N6-Ethanimidoyl-L-Lysine
5378;Alsterpaullone
5379;Methylamino-Phenylalanyl-Leucyl-Hydroxamic Acid
5380;"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide"
5381;(2R)-N-Hydroxy-2-[(3S)-3-Methyl-3-{4-[(2-Methylquinolin-4-Yl)Methoxy]Phenyl}-2-Oxopyrrolidin-1-Yl]Propanamide
5382;Perphenazine
5383;Halothane
5384;"N-(5-{3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Phenyl}-1,3,4-Oxadiazol-2-Yl)Ethane-1,2-Diamine"
5385;Hydroxyfasudil
5386;Alimemazine
5387;"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-A]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide"
5388;Methsuximide
