model;drug_bankID;uniprot_ID;atc_codes;pubmed_ids;interaction_type;known_action;actions;ChEMBL
drug.Drug_Protein;DB12332;Q8TCC7;['L01XX55'];;transporter;unknown;inhibitor;CHEMBL1173055
drug.Drug_Protein;DB12334;Q9H4B7;[];16505100;target;unknown;;None
drug.Drug_Protein;DB12334;P07437;[];16505100;target;unknown;;None
drug.Drug_Protein;DB12339;Q9P2E9;[];;target;unknown;;CHEMBL455461
drug.Drug_Protein;DB12339;Q9Y221;[];;target;unknown;;CHEMBL455461
drug.Drug_Protein;DB12340;P10415;[];;target;unknown;;CHEMBL443684
drug.Drug_Protein;DB12340;Q92843;[];;target;unknown;;CHEMBL443684
drug.Drug_Protein;DB12340;Q92934;[];;target;unknown;;CHEMBL443684
drug.Drug_Protein;DB12364;P00742;['B01AF04'];23487517|19297154|26170684|25673997;target;yes;inhibitor;CHEMBL512351
drug.Drug_Protein;DB12364;P08183;['B01AF04'];26170684;transporter;no;substrate;CHEMBL512351
drug.Drug_Protein;DB12364;Q12809;['B01AF04'];26170684;transporter;unknown;inhibitor;CHEMBL512351
drug.Drug_Protein;DB12371;Q9H228;['L04AA42'];29138536|29735753|26856814;target;unknown;modulator;CHEMBL2336071
drug.Drug_Protein;DB12371;P21453;['L04AA42'];24900670|517042|29138536;target;unknown;;CHEMBL2336071
drug.Drug_Protein;DB12371;P08684;['L04AA42'];29735753;enzyme;unknown;substrate;CHEMBL2336071
drug.Drug_Protein;DB12371;P11712;['L04AA42'];29735753;enzyme;unknown;substrate;CHEMBL2336071
drug.Drug_Protein;DB12377;Q8TCC7;[];30891606;transporter;unknown;substrate;CHEMBL3112741
drug.Drug_Protein;DB12377;Q9NSA0;[];30891606;transporter;unknown;substrate;CHEMBL3112741
drug.Drug_Protein;DB12377;Q96FL8;[];30891606;transporter;unknown;substrate;CHEMBL3112741
drug.Drug_Protein;DB12377;Q86VL8;[];30891606;transporter;unknown;substrate;CHEMBL3112741
drug.Drug_Protein;DB12379;P04798;[];15056799;target;unknown;substrate;None
drug.Drug_Protein;DB12379;P35869;[];15056799|25329374;target;unknown;agonist;None
drug.Drug_Protein;DB12391;P08684;[];11020135;enzyme;no;inhibitor;CHEMBL2304041
drug.Drug_Protein;DB12404;P02768;['N05CD14'];;carrier;unknown;binder;CHEMBL4297526
drug.Drug_Protein;DB12404;P23141;['N05CD14'];31037028;enzyme;unknown;substrate;CHEMBL4297526
drug.Drug_Protein;DB12406;P05177;[];9394024|25663650|22293536|8738764;enzyme;no;substrate;CHEMBL1411
drug.Drug_Protein;DB12418;P07451;[];17826101;target;unknown;inhibitor;CHEMBL310671
drug.Drug_Protein;DB12425;P05543;[];;carrier;no;substrate;CHEMBL2106622
drug.Drug_Protein;DB12436;P25103;[];21229983;target;unknown;;CHEMBL522302
drug.Drug_Protein;DB12442;P07900;[];17139284|17016423|10592235;target;yes;inhibitor;CHEMBL383824
drug.Drug_Protein;DB12445;P23219;[];16961726|16144976;target;unknown;inhibitor;CHEMBL374385
drug.Drug_Protein;DB12450;P03372;[];19063592;target;unknown;;CHEMBL7983
drug.Drug_Protein;DB12455;P02768;['J01AA15', 'J01AA20'];;carrier;unknown;;CHEMBL1689772
drug.Drug_Protein;DB12455;P08183;['J01AA15', 'J01AA20'];;transporter;unknown;substrate;CHEMBL1689772
drug.Drug_Protein;DB12457;Q16602;[];31291516|31081399;target;yes;antagonist;CHEMBL2178422
drug.Drug_Protein;DB12457;P08684;[];;enzyme;unknown;substrate|inhibitor;CHEMBL2178422
drug.Drug_Protein;DB12457;P11712;[];;enzyme;unknown;substrate;CHEMBL2178422
drug.Drug_Protein;DB12457;P08183;[];;transporter;unknown;substrate;CHEMBL2178422
drug.Drug_Protein;DB12457;Q9UNQ0;[];;transporter;unknown;substrate;CHEMBL2178422
drug.Drug_Protein;DB12457;Q9Y6L6;[];;transporter;unknown;inhibitor;CHEMBL2178422
drug.Drug_Protein;DB12457;Q8TCC7;[];;transporter;unknown;inhibitor;CHEMBL2178422
drug.Drug_Protein;DB12457;Q9NPD5;[];;transporter;unknown;inhibitor;CHEMBL2178422
drug.Drug_Protein;DB12457;O15244;[];;transporter;unknown;inhibitor;CHEMBL2178422
drug.Drug_Protein;DB12457;Q96FL8;[];;transporter;unknown;inhibitor;CHEMBL2178422
drug.Drug_Protein;DB12458;P14867;[];22029276;target;unknown;;CHEMBL273481
drug.Drug_Protein;DB12458;P28472;[];22029276;target;unknown;;CHEMBL273481
drug.Drug_Protein;DB12458;P18507;[];22029276;target;unknown;;CHEMBL273481
drug.Drug_Protein;DB12465;P28223;['C02KD01'];17031071;target;unknown;inverse agonist;CHEMBL51
drug.Drug_Protein;DB12466;P02768;['J05AX27'];;carrier;unknown;carrier;CHEMBL221722
drug.Drug_Protein;DB12466;Q06278;['J05AX27'];30724789;enzyme;no;substrate|inhibitor;CHEMBL221722
drug.Drug_Protein;DB12466;P47989;['J05AX27'];30724789;enzyme;no;substrate;CHEMBL221722
drug.Drug_Protein;DB12466;P10632;['J05AX27'];30724789;enzyme;unknown;inhibitor;CHEMBL221722
drug.Drug_Protein;DB12466;P05181;['J05AX27'];;enzyme;unknown;inhibitor;CHEMBL221722
drug.Drug_Protein;DB12466;P08183;['J05AX27'];;transporter;unknown;inhibitor;CHEMBL221722
drug.Drug_Protein;DB12466;Q4U2R8;['J05AX27'];;transporter;unknown;inhibitor;CHEMBL221722
drug.Drug_Protein;DB12466;Q8TCC7;['J05AX27'];;transporter;unknown;inhibitor;CHEMBL221722
drug.Drug_Protein;DB12466;Q96S37;['J05AX27'];;transporter;unknown;inhibitor;CHEMBL221722
drug.Drug_Protein;DB12471;P02768;[];;carrier;unknown;binder;CHEMBL4297513
drug.Drug_Protein;DB12471;P08684;[];;enzyme;unknown;substrate|inhibitor;CHEMBL4297513
drug.Drug_Protein;DB12471;P10632;[];29746713;enzyme;unknown;inhibitor;CHEMBL4297513
drug.Drug_Protein;DB12471;P08183;[];;transporter;unknown;substrate|transporter;CHEMBL4297513
drug.Drug_Protein;DB12471;Q9NPD5;[];;transporter;unknown;inhibitor;CHEMBL4297513
drug.Drug_Protein;DB12474;P08684;['G03AB02', 'G03AA03', 'G03FA07', 'G03DC03', 'G03FB02', 'G03AC02'];18356043;enzyme;no;substrate;CHEMBL2107431
drug.Drug_Protein;DB12474;P11712;['G03AB02', 'G03AA03', 'G03FA07', 'G03DC03', 'G03FB02', 'G03AC02'];18356043;enzyme;no;substrate;CHEMBL2107431
drug.Drug_Protein;DB12474;P33261;['G03AB02', 'G03AA03', 'G03FA07', 'G03DC03', 'G03FB02', 'G03AC02'];18356043;enzyme;no;substrate|inhibitor;CHEMBL2107431
drug.Drug_Protein;DB12478;P14416;['N04BC08'];10728880;target;unknown;;CHEMBL1371770
drug.Drug_Protein;DB12478;P35462;['N04BC08'];10728880;target;unknown;;CHEMBL1371770
drug.Drug_Protein;DB12483;P42336;['L01XX61'];;target;yes;inhibitor;CHEMBL3218576
drug.Drug_Protein;DB12483;O00329;['L01XX61'];;target;yes;inhibitor;CHEMBL3218576
drug.Drug_Protein;DB12483;P02768;['L01XX61'];;carrier;unknown;substrate;CHEMBL3218576
drug.Drug_Protein;DB12483;P08684;['L01XX61'];;enzyme;no;substrate;CHEMBL3218576
drug.Drug_Protein;DB12483;P20815;['L01XX61'];;enzyme;no;substrate;CHEMBL3218576
drug.Drug_Protein;DB12483;P24462;['L01XX61'];;enzyme;no;substrate;CHEMBL3218576
drug.Drug_Protein;DB12483;P04798;['L01XX61'];;enzyme;unknown;substrate;CHEMBL3218576
drug.Drug_Protein;DB12483;P08183;['L01XX61'];;transporter;unknown;substrate;CHEMBL3218576
drug.Drug_Protein;DB12483;Q9UNQ0;['L01XX61'];;transporter;unknown;substrate;CHEMBL3218576
drug.Drug_Protein;DB12483;Q86VL8;['L01XX61'];29348486;transporter;unknown;inhibitor;CHEMBL3218576
drug.Drug_Protein;DB12489;P08684;[];11020135;enzyme;no;inhibitor;None
drug.Drug_Protein;DB12498;P51679;['L01XC25'];28649848|22699226|28597329|25792728;target;yes;antagonist;None
drug.Drug_Protein;DB12499;P10275;[];15646372|30811143|31141847;target;yes;antagonist;CHEMBL3590187
drug.Drug_Protein;DB12499;P05177;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12499;P20813;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12499;P10632;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12499;P11712;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12499;P33261;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12499;P10635;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12499;P05181;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12499;P08684;[];;enzyme;no;inhibitor;CHEMBL3590187
drug.Drug_Protein;DB12500;O60674;['L01XE57'];21220608|27473820;target;yes;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;P36888;['L01XE57'];;target;yes;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;P23458;['L01XE57'];27473820;target;no;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;P08684;['L01XE57'];;enzyme;unknown;substrate;CHEMBL1287853
drug.Drug_Protein;DB12500;P33261;['L01XE57'];;enzyme;unknown;substrate;CHEMBL1287853
drug.Drug_Protein;DB12500;P31513;['L01XE57'];;enzyme;unknown;substrate;CHEMBL1287853
drug.Drug_Protein;DB12500;P10635;['L01XE57'];;enzyme;unknown;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;P08183;['L01XE57'];;transporter;unknown;substrate|inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;Q9UNQ0;['L01XE57'];;transporter;unknown;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;Q9Y6L6;['L01XE57'];;transporter;unknown;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;Q9NPD5;['L01XE57'];;transporter;unknown;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;P09086;['L01XE57'];;transporter;unknown;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;Q96FL8;['L01XE57'];;transporter;unknown;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12500;Q86VL8;['L01XE57'];;transporter;unknown;inhibitor;CHEMBL1287853
drug.Drug_Protein;DB12515;P08684;[];24889073;enzyme;no;substrate;CHEMBL274070
drug.Drug_Protein;DB12518;P14416;[];15010698;target;unknown;antagonist;CHEMBL8809
drug.Drug_Protein;DB12520;P41597;[];;target;unknown;;None
drug.Drug_Protein;DB12523;P10635;['R06AX25'];10597902;enzyme;unknown;inhibitor;CHEMBL94454
drug.Drug_Protein;DB12530;P15391;[];20605905|27163209|26606525;target;yes;binder;None
drug.Drug_Protein;DB12532;P01350;['C05AD06'];28867721;target;yes;inhibition of synthesis;CHEMBL127592
drug.Drug_Protein;DB12532;P08684;['C05AD06'];;enzyme;no;inhibitor;CHEMBL127592
drug.Drug_Protein;DB12537;P08684;[];11996015;enzyme;unknown;substrate;CHEMBL4297264
drug.Drug_Protein;DB12543;P35372;[];;target;yes;antagonist;CHEMBL426084
drug.Drug_Protein;DB12543;P41145;[];;target;unknown;partial agonist;CHEMBL426084
drug.Drug_Protein;DB12543;P41143;[];;target;unknown;partial agonist;CHEMBL426084
drug.Drug_Protein;DB12543;P08684;[];;enzyme;no;substrate;CHEMBL426084
drug.Drug_Protein;DB12543;P20815;[];;enzyme;no;substrate;CHEMBL426084
drug.Drug_Protein;DB12543;P33261;[];;enzyme;no;substrate;CHEMBL426084
drug.Drug_Protein;DB12543;P10632;[];;enzyme;no;substrate;CHEMBL426084
drug.Drug_Protein;DB12548;P01019;[];;target;unknown;;CHEMBL539423
drug.Drug_Protein;DB12548;P25101;[];;target;unknown;;CHEMBL539423
drug.Drug_Protein;DB12555;P28223;[];;target;unknown;;CHEMBL598172
drug.Drug_Protein;DB12565;Q13547;[];;target;unknown;;CHEMBL2103863
drug.Drug_Protein;DB12569;P30542;[];17692744|17125265;target;unknown;;CHEMBL414157
drug.Drug_Protein;DB12579;P14416;[];22490380;target;yes;antagonist;CHEMBL3234237
drug.Drug_Protein;DB12582;O75469;[];23707768;target;unknown;;CHEMBL43185
drug.Drug_Protein;DB12582;P08684;[];12130727;enzyme;unknown;inhibitor;CHEMBL43185
drug.Drug_Protein;DB12582;P08183;[];12130727;transporter;unknown;inhibitor;CHEMBL43185
drug.Drug_Protein;DB12589;P25942;[];15087402;target;unknown;;None
drug.Drug_Protein;DB12597;P00519;[];;target;yes;inhibitor|allosteric modulator;CHEMBL4208229
drug.Drug_Protein;DB12597;P08684;[];;enzyme;no;substrate|inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;P16662;[];;enzyme;no;substrate;CHEMBL4208229
drug.Drug_Protein;DB12597;O75795;[];;enzyme;no;substrate;CHEMBL4208229
drug.Drug_Protein;DB12597;P22309;[];;enzyme;no;inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;P33261;[];;enzyme;no;inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;P11712;[];;enzyme;no;inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;Q9UNQ0;[];;transporter;no;substrate|inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;P08183;[];;transporter;no;substrate|inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;Q9Y6L6;[];;transporter;unknown;inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;Q9NPD5;[];;transporter;no;inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12597;O15245;[];;transporter;no;inhibitor;CHEMBL4208229
drug.Drug_Protein;DB12598;P00734;[];2427760;target;yes;inhibitor;CHEMBL273264
drug.Drug_Protein;DB12598;P00742;[];22251267;target;yes;inhibitor;CHEMBL273264
drug.Drug_Protein;DB12598;P00748;[];22251267;target;yes;inhibitor;CHEMBL273264
drug.Drug_Protein;DB12598;P07477;[];10899355;target;yes;inhibitor;CHEMBL273264
drug.Drug_Protein;DB12598;P06870;[];2427760;target;yes;inhibitor;CHEMBL273264
drug.Drug_Protein;DB12598;P05362;[];25954127;target;unknown;inhibitor;CHEMBL273264
drug.Drug_Protein;DB12598;O15245;[];14705184;transporter;unknown;substrate;CHEMBL273264
drug.Drug_Protein;DB12598;O15244;[];14705184;transporter;unknown;substrate;CHEMBL273264
drug.Drug_Protein;DB12610;P34913;[];23219563;target;unknown;inhibitor;CHEMBL51085
drug.Drug_Protein;DB12612;P21453;['L04AA38'];31492652|28398597|29125718;target;yes;agonist;CHEMBL3707247
drug.Drug_Protein;DB12612;Q9H228;['L04AA38'];31492652|28398597|29125718;target;yes;agonist;CHEMBL3707247
drug.Drug_Protein;DB12612;P51648;['L04AA38'];28783871|30407868;enzyme;no;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P11766;['L04AA38'];28783871|30407868;enzyme;no;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P11245;['L04AA38'];;enzyme;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P10632;['L04AA38'];;enzyme;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P27338;['L04AA38'];;enzyme;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;Q04828;['L04AA38'];;enzyme;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P52895;['L04AA38'];;enzyme;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P08684;['L04AA38'];;enzyme;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P27338;['L04AA38'];;transporter;unknown;inhibitor;CHEMBL3707247
drug.Drug_Protein;DB12612;Q9UNQ0;['L04AA38'];;transporter;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12612;P08183;['L04AA38'];28783871;transporter;unknown;substrate;CHEMBL3707247
drug.Drug_Protein;DB12615;Q96FL8;['J01GB14'];;transporter;unknown;inhibitor;CHEMBL1650559
drug.Drug_Protein;DB12615;Q86VL8;['J01GB14'];;transporter;unknown;inhibitor;CHEMBL1650559
drug.Drug_Protein;DB12629;P08684;[];25266247;enzyme;no;substrate;CHEMBL2348292
drug.Drug_Protein;DB12637;P04150;[];15705660;target;unknown;;CHEMBL1908373
drug.Drug_Protein;DB12637;Q6QNK2;[];15811074;target;unknown;;CHEMBL1908373
drug.Drug_Protein;DB12651;Q14790;[];;target;unknown;;CHEMBL1093059
drug.Drug_Protein;DB12662;P37231;[];;target;unknown;;CHEMBL181954
drug.Drug_Protein;DB12668;P41143;[];24856378;target;unknown;agonist;CHEMBL13786
drug.Drug_Protein;DB12668;P35372;[];24856378;target;unknown;agonist;CHEMBL13786
drug.Drug_Protein;DB12668;Q8N4T0;[];18178555;enzyme;unknown;substrate;CHEMBL13786
drug.Drug_Protein;DB12670;P30542;[];;target;unknown;;None
drug.Drug_Protein;DB12674;P02768;[];;carrier;unknown;binder;CHEMBL4297516
drug.Drug_Protein;DB12674;P02763;[];;carrier;unknown;binder;CHEMBL4297516
drug.Drug_Protein;DB12674;P08684;[];;enzyme;unknown;substrate;CHEMBL4297516
drug.Drug_Protein;DB12674;P08183;[];;transporter;unknown;substrate|inhibitor;CHEMBL4297516
drug.Drug_Protein;DB12674;Q9Y6L6;[];;transporter;unknown;inhibitor;CHEMBL4297516
drug.Drug_Protein;DB12674;Q9NPD5;[];;transporter;unknown;inhibitor;CHEMBL4297516
drug.Drug_Protein;DB12674;O15245;[];;transporter;unknown;inhibitor;CHEMBL4297516
drug.Drug_Protein;DB12688;P20273;[];22355051|22003067;target;yes;binder;None
drug.Drug_Protein;DB12688;P13639;[];22069564;target;yes;inactivator;None
drug.Drug_Protein;DB12693;P28223;[];17031071;target;unknown;inverse agonist;CHEMBL267777
drug.Drug_Protein;DB12693;P10635;[];8477556;enzyme;no;inhibitor;CHEMBL267777
drug.Drug_Protein;DB12695;P62736;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P60709;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P06576;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P56385;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;O75964;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;O43169;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q9NR28;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q8TF61;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P52597;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P61978;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P34932;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P04792;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P61604;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q92598;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P03886;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q9Y266;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q13219;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P25788;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P17980;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P43487;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P60903;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q12874;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q969G3;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q96I99;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;O43399;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P09493;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P06753;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P67936;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q71U36;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q13748;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P68366;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q9H4B7;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q13885;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q13509;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P68371;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P10599;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P09936;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P54578;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P55072;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P08670;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P31946;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P62258;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;Q04917;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P27348;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12695;P63104;[];21838287;target;unknown;;CHEMBL151649
drug.Drug_Protein;DB12698;P01730;['J05AX23'];;target;unknown;antagonist;None
drug.Drug_Protein;DB12698;P51681;['J05AX23'];;target;unknown;antagonist;None
drug.Drug_Protein;DB12698;P61073;['J05AX23'];;target;unknown;antagonist;None
drug.Drug_Protein;DB12702;Q13639;[];;target;unknown;;CHEMBL2087337
drug.Drug_Protein;DB12712;O95342;[];24014644;transporter;no;substrate;CHEMBL163238
drug.Drug_Protein;DB12731;P43490;[];10592235;target;unknown;;CHEMBL566757
drug.Drug_Protein;DB12733;P41594;[];;target;unknown;;CHEMBL2346738
drug.Drug_Protein;DB12742;P10721;[];17325667;target;unknown;;CHEMBL2103851
drug.Drug_Protein;DB12742;P08581;[];;target;unknown;;CHEMBL2103851
drug.Drug_Protein;DB12742;P07949;[];;target;unknown;;CHEMBL2103851
drug.Drug_Protein;DB12742;P16234;[];;target;unknown;;CHEMBL2103851
drug.Drug_Protein;DB12742;P36888;[];;target;unknown;;CHEMBL2103851
drug.Drug_Protein;DB12742;Q06609;[];;target;unknown;;CHEMBL2103851
drug.Drug_Protein;DB12747;O14746;[];17258078;target;unknown;;None
drug.Drug_Protein;DB12752;P10635;[];17125412|14732961|27836712;enzyme;no;substrate;CHEMBL321582
drug.Drug_Protein;DB12764;Q9NRA0;[];;target;yes;inhibitor;CHEMBL2158685
drug.Drug_Protein;DB12773;P01563;[];;target;unknown;;None
drug.Drug_Protein;DB12781;P08684;[];15900286;enzyme;no;substrate;CHEMBL2103991
drug.Drug_Protein;DB12781;P10632;[];15900286|12642470;enzyme;no;substrate|inhibitor;CHEMBL2103991
drug.Drug_Protein;DB12783;P20711;[];;target;yes;inhibitor;CHEMBL1096979
drug.Drug_Protein;DB12789;Q9Y5Y4;['G02AD01'];9579725;target;unknown;agonist;CHEMBL815
drug.Drug_Protein;DB12799;P08183;[];19647170;transporter;unknown;inhibitor;CHEMBL539378
drug.Drug_Protein;DB12808;P13631;['D10AD06'];29974453;target;yes;agonist;CHEMBL3707313
drug.Drug_Protein;DB12808;P10826;['D10AD06'];29974453;target;unknown;agonist;CHEMBL3707313
drug.Drug_Protein;DB12808;P10276;['D10AD06'];29974453;target;unknown;agonist;CHEMBL3707313
drug.Drug_Protein;DB12808;P11712;['D10AD06'];;enzyme;unknown;substrate;CHEMBL3707313
drug.Drug_Protein;DB12808;P08684;['D10AD06'];;enzyme;unknown;substrate;CHEMBL3707313
drug.Drug_Protein;DB12808;P10632;['D10AD06'];;enzyme;unknown;substrate;CHEMBL3707313
drug.Drug_Protein;DB12808;P20813;['D10AD06'];;enzyme;unknown;substrate;CHEMBL3707313
drug.Drug_Protein;DB12814;P05177;['L03AB14'];9064483;enzyme;unknown;inhibitor;None
drug.Drug_Protein;DB12825;P08684;['J01XX12'];30019769;enzyme;unknown;substrate;CHEMBL3291398
drug.Drug_Protein;DB12825;P08183;['J01XX12'];;transporter;unknown;substrate;CHEMBL3291398
drug.Drug_Protein;DB12831;P03952;[];143965;target;yes;inhibitor;CHEMBL87563
drug.Drug_Protein;DB12831;P00734;[];143965;target;yes;inhibitor;CHEMBL87563
drug.Drug_Protein;DB12831;P00747;[];143965;target;yes;inhibitor;CHEMBL87563
drug.Drug_Protein;DB12831;P07477;[];143965;enzyme;no;inhibitor;CHEMBL87563
drug.Drug_Protein;DB12831;P09871;[];143965;enzyme;no;inhibitor;CHEMBL87563
drug.Drug_Protein;DB12831;P00736;[];143965;enzyme;no;inhibitor;CHEMBL87563
drug.Drug_Protein;DB12836;P35408;[];29067176|21752876;target;yes;antagonist;CHEMBL3039498
drug.Drug_Protein;DB12836;P02768;[];;carrier;no;substrate;CHEMBL3039498
drug.Drug_Protein;DB12836;P08183;[];;transporter;no;substrate;CHEMBL3039498
drug.Drug_Protein;DB12845;Q13421;[];;target;unknown;;None
drug.Drug_Protein;DB12865;P41180;['H05BX04'];24235081;target;yes;agonist;CHEMBL3545184
drug.Drug_Protein;DB12866;Q8TCC7;[];29109021;transporter;unknown;inhibitor;CHEMBL2364624
drug.Drug_Protein;DB12872;P00451;[];28379876|26239086;target;yes;stabilization;None
drug.Drug_Protein;DB12872;P02452;[];28379876|26239086;target;yes;binder;None
drug.Drug_Protein;DB12872;Q76LX8;[];18263586;enzyme;no;substrate;None
drug.Drug_Protein;DB12874;P36888;['L01XE52'];;target;unknown;;CHEMBL576982
drug.Drug_Protein;DB12887;Q15910;[];;target;yes;inhibitor;CHEMBL3414621
drug.Drug_Protein;DB12887;Q92800;[];;target;unknown;inhibitor;CHEMBL3414621
drug.Drug_Protein;DB12887;P08684;[];29650362;enzyme;unknown;substrate;CHEMBL3414621
drug.Drug_Protein;DB12887;P08183;[];25868794;transporter;unknown;substrate;CHEMBL3414621
drug.Drug_Protein;DB12887;Q96FL8;[];;transporter;unknown;inhibitor;CHEMBL3414621
drug.Drug_Protein;DB12887;Q86VL8;[];;transporter;unknown;inhibitor;CHEMBL3414621
drug.Drug_Protein;DB12887;Q9UNQ0;[];25868794;transporter;unknown;substrate;CHEMBL3414621
drug.Drug_Protein;DB12890;P21728;[];15985612;target;unknown;;None
drug.Drug_Protein;DB12893;P09758;[];21372224;target;yes;antibody;None
drug.Drug_Protein;DB12893;P11387;[];31415916;target;yes;inhibitor;None
drug.Drug_Protein;DB12893;Q96AE4;[];29031818;target;unknown;inhibitor;None
drug.Drug_Protein;DB12893;P22309;[];;enzyme;no;substrate;None
drug.Drug_Protein;DB12923;P08684;['C08DA02'];22039822|10534309;enzyme;no;substrate;CHEMBL51149
drug.Drug_Protein;DB12923;P08183;['C08DA02'];25685543;transporter;unknown;inhibitor;CHEMBL51149
drug.Drug_Protein;DB12941;P10275;['L02BB06'];31571095|28801852|30197098;target;yes;antagonist;CHEMBL4297185
drug.Drug_Protein;DB12941;P06401;['L02BB06'];;target;unknown;antagonist;CHEMBL4297185
